,sno,new_tweet_text,old_tweet_text,new_label,old_label,updated,
1536,1541,RT @jameswisniewski: Please help those affected by Hurricane Sandy and text REDCROSS to 90999 to make a $10 donation. #SandyHelp Thanks!!,RT @Amanda__Brown: Please help those affected by Hurricane #Sandy. Text REDCROSS to 90999 to make a $10 donation ... http://t.co/bdNo4aOR,request,request,1,0
1537,1542,RT @Epic_Vivian: @BrandonSideBet @DarrellGambler Please donate $10 for Hurricane Sandy victims. Text CONVOY to 50555!,RT @Epic_Vivian: @BrandonSideBet @DarrellGambler Please donate $10 for Hurricane Sandy victims. Text CONVOY to 50555!,request,request,1,0
1538,1543,Hurricane's death toll rises to 65 in Caribbean - Businessweek: Hurricane's death toll rises to 65 in CaribbeanB... http://t.co/1ijsRnOb,Hurricane's death toll rises to 65 in Caribbean - Businessweek: Hurricane's death toll rises to 65 in CaribbeanB... http://t.co/1ijsRnOb,not_request,not_request,1,0
1539,1544,"If you can swing it, text REDCROSS to 90999 to donate $10 toward Hurricane Sandy relief efforts. #SandyHelp",Not Found,not_request,Not Found,0,1
1540,1545,RT @FullSail: Join our Hurricane Sandy Relief Effort with Pure Motivation tomorrow at 9am in FS3B Lobby. https://t.co/486x1x4N,RT @FullSail: Join our Hurricane Sandy Relief Effort with Pure Motivation tomorrow at 9am in FS3B Lobby. https://t.co/486x1x4N,not_request,request,1,1
1541,1546,RT @WWE: Help Hurricane #Sandy victims in NYC. Text NYCFUND to 50555 to donate $10 to The Mayor's Fund To Advance NYC. http://t.co/2dPbAoOz,Not Found,request,Not Found,0,1
1542,1547,Text REDCROSS to 90999 to make a $10 donation to help the victims of Hurricane Sandy! As a princess Im commanding you to do it!â¤â¤ #SandyHelp,Not Found,request,Not Found,0,1
1543,1548,Proud to announce we just submitted our donation to the @RedCross to assist in Hurricane Sandy relief efforts.  Thank you #WNWNation!,Proud to announce we just submitted our donation to the @RedCross to assist in Hurricane Sandy relief efforts.  Thank you #WNWNation!,not_request,not_request,1,0
1544,1549,How You Can Help: Hurricane Sandy Food And Fundraiser Roundup (Gothamist): Share With Friends:  |  | Life Style ... http://t.co/royPjIAs,How You Can Help: Hurricane Sandy Food And Fundraiser Roundup (Gothamist): Share With Friends:  |  | Life Style ... http://t.co/royPjIAs,not_request,request,1,1
1545,1550,RT @997DJX: WOW! Lady Gaga donated $1 MILLION to Hurricane Sandy relief in NYC!... http://t.co/vnmOkxt7,RT @997DJX: WOW! Lady Gaga donated $1 MILLION to Hurricane Sandy relief in NYC!... http://t.co/vnmOkxt7,not_request,not_request,1,0
1546,1551,"Friends, you are invited into my little home for an intimate Hurricane Sandy relief fundraiser on Friday Nov 16th... http://t.co/FCso9mRD","Friends, you are invited into my little home for an intimate Hurricane Sandy relief fundraiser on Friday Nov 16th... http://t.co/FCso9mRD",not_request,request,1,1
1547,1552,RT @robertjwiersema: Drinking for a good cause at @momofuku TO - all proceeds of the New York Sour to the Red Cross for Hurricane Sandy  ...,RT @robertjwiersema: Drinking for a good cause at @momofuku TO - all proceeds of the New York Sour to the Red Cross for Hurricane Sandy  ...,not_request,not_request,1,0
1548,1553,"RT @NonprofitsNow: Right now, #nonprofits are mobilizing to raise funds to help hurricane #Sandy victims. http://t.co/pqtEzX2L","RT @NonprofitsNow: Right now, #nonprofits are mobilizing to raise funds to help hurricane #Sandy victims. http://t.co/pqtEzX2L",not_request,request,1,1
1549,1554,RT @GWAVA: Join @GWAVA  Support Hurricane Sandy Relief Effort by Giving to American Red Cross http://t.co/tLBedyUi,RT @GWAVA: Join @GWAVA  Support Hurricane Sandy Relief Effort by Giving to American Red Cross http://t.co/tLBedyUi,not_request,request,1,1
1550,1555,Volunteering tomorrow in lower Manhattan with the hurricane relief efforts,Volunteering tomorrow in lower Manhattan with the hurricane relief efforts,not_request,not_request,1,0
1551,1556,How to Help Hurricane Sandy Victims: Feeling as helpless as the rest of the country when it comes to helping Hur... http://t.co/3Qqc72GI,How to Help Hurricane Sandy Victims: Feeling as helpless as the rest of the country when it comes to helping Hur... http://t.co/3Qqc72GI,not_request,not_request,1,0
1552,1557,Looks like Hurricane Sandy visited my room...... #needtoclean,Looks like Hurricane Sandy visited my room...... #needtoclean,not_request,not_request,1,0
1553,1558,NBC plans star-studded benefit for victims of Hurricane Sandy http://t.co/3GtGWQhk,NBC plans star-studded benefit for victims of Hurricane Sandy http://t.co/3GtGWQhk,not_request,not_request,1,0
1554,1559,"Let this card remind you, to please donate to Hurricane Sandy Relief http://t.co/60pzL1TT","Let this card remind you, to please donate to Hurricane Sandy Relief http://t.co/60pzL1TT",request,request,1,0
1555,1560,my brother's running the NY marathon to raise funds for the victims of Hurricane Sandy. Please consider pledging!  http://t.co/bcMdnr1m,my brother's running the NY marathon to raise funds for the victims of Hurricane Sandy. Please consider pledging!  http://t.co/bcMdnr1m,request,request,1,0
1556,1561,I donate 10 dollars to the hurricane sandy relief !,I donate 10 dollars to the hurricane sandy relief !,not_request,not_request,1,0
1557,1562,SpareFoot Donates Free Storage Space To Hurricane Sandy Victims http://t.co/Bczv5qdr http://t.co/L0JNJsK2,SpareFoot Donates Free Storage Space To Hurricane Sandy Victims http://t.co/Bczv5qdr http://t.co/L0JNJsK2,not_request,not_request,1,0
1558,1563,RT @Castle_ABC: Weâre joining the efforts to help the victims of Hurricane Sandy in ABCâs #DayofGiving today. See how you can help too:  ...,@carlivatiron: #GH is joining the efforts to help the victims of Hurricane Sandy in ABC's #DayofGiving today. See how u can help too: ht ...,not_request,not_request,1,0
1559,1564,RT @saidsworld: Saidsworld Is Raising Money For Hurricane Relief. If I reach my goal I can send 5000 water bottles!! http://t.co/CsC3t3Fg,RT @saidsworld: Saidsworld Is Raising Money For Hurricane Relief. If I reach my goal I can send 5000 water bottles!! http://t.co/CsC3t3Fg,not_request,request,1,1
1560,1565,RT @VZWlaura: RT @VZWnews: Text-to-Donate Campaigns Underway to Assist Hurricane #Sandy Relief Efforts http://t.co/zMFOuYUq #client,RT @VZWlaura: RT @VZWnews: Text-to-Donate Campaigns Underway to Assist Hurricane #Sandy Relief Efforts http://t.co/zMFOuYUq #client,not_request,request,1,1
1561,1566,A good one to keep track of: Hurricane Sandy relief resources (UPDATE) http://t.co/jcBa8edF,A good one to keep track of: Hurricane Sandy relief resources (UPDATE) http://t.co/jcBa8edF,not_request,not_request,1,0
1562,1567,It's the #DayOfGiving to help Hurricane #Sandy victims. Keep it here on #7NewsNow for how you can help!,It's the #DayOfGiving to help Hurricane #Sandy victims. Keep it here on #7NewsNow for how you can help!,not_request,request,1,1
1563,1568,Text 'Red Cross' to 90999 to donate $10 for Hurricane Sandy Relief #brooklyn #NY http://t.co/tyQvW2Jc,Text 'Red Cross' to 90999 to donate $10 for Hurricane Sandy Relief #brooklyn #NY http://t.co/tyQvW2Jc,request,request,1,0
1564,1569,"â@MLB: The @Yankees will donate $500,000 to aid with Hurricane Sandy relief efforts.â #respect",Not Found,not_request,Not Found,0,1
1565,1570,ããªã±ã¼ã³ãµã³ãã£è¢«ç½èã¸ã®ææ´åéãiTunes Storeããè¡ããããã - iTunes accepting relief donations for Hurricane Sandy victims http://t.co/jBiAddSl,Not Found,not_request,Not Found,0,1
1566,1571,Our hearts go out to everyone impacted by Hurricane Sandy. Please text REDCROSS to 90999 to make a $10 donation to contribute.,Our hearts go out to everyone impacted by Hurricane Sandy. Please text REDCROSS to 90999 to make a $10 donation to contribute.,request,request,1,0
1567,1572,Check out ECC Soccer Final Tomorrow at Dowling at Noon! Also help raise money for victims of Hurricane Sandy for felloâ¦http://t.co/9bhVdHyn,Check out ECC Soccer Final Tomorrow at Dowling at Noon! Also help raise money for victims of Hurricane Sandy for fello…http://t.co/9bhVdHyn,not_request,request,1,1
1568,1573,Every little bit helps...text REDCROSS to 90999 $10 donation to help with Hurricane Sandy relief!,Not Found,request,Not Found,0,1
1569,1574,.@realDonaldTrump Take that $5 million offer &amp; give it to the Hurricane/Superstorm Sandy relief efforts.,.@realDonaldTrump Take that $5 million offer &amp; give it to the Hurricane/Superstorm Sandy relief efforts.,not_request,not_request,1,0
1570,1575,Many of our clients have asked what they can do to help the animals and people affected by Hurricane Sandy. Here... http://t.co/XC6EUgX0,Many of our clients have asked what they can do to help the animals and people affected by Hurricane Sandy. Here... http://t.co/XC6EUgX0,not_request,request,1,1
1571,1576,"RT @YukaYoneda: How To Volunteer, Donate To Help Hurricane Sandy Victims http://t.co/xQyOLDSa via @gothamist","RT @Gothamist: How To Volunteer, Donate To Help Hurricane Sandy Victims http://t.co/fXUOnzJe",not_request,request,1,1
1572,1577,Text REDCROSS to 90999 to make a $10 to help those affected by Hurricane Sandy #SandyHelp,Not Found,request,Not Found,0,1
1573,1578,RT @Lisa_Matassa: http://t.co/JJNz2EHr - please check this site out to donate to individuals affected by Hurricane Sandy. Thank you and  ...,RT @Lisa_Matassa: http://t.co/JJNz2EHr - please check this site out to donate to individuals affected by Hurricane Sandy. Thank you and  ...,request,request,1,0
1574,1579,Hurricane Sandy Relief Fund at CFNJ supports relief efforts throughout NJ such as the Atlantic City Rescue Mission: http://t.co/rFjmzQLB,Hurricane Sandy Relief Fund at CFNJ supports relief efforts throughout NJ such as the Atlantic City Rescue Mission: http://t.co/rFjmzQLB,not_request,not_request,1,0
1575,1580,David Lee Roth Dedicates Song Online To Hurricane Sandy Victims http://t.co/32bXfNTM,David Lee Roth Dedicates Song Online To Hurricane Sandy Victims http://t.co/32bXfNTM,not_request,not_request,1,0
1576,1581,RT @CatFoodBreath: I sat on Thing One's cell phone and 'accidentally' texted REDCROSS to 90999 to donate 10 bucks for Hurricane Sandy re ...,RT @CatFoodBreath: I sat on Thing One's cell phone and 'accidentally' texted REDCROSS to 90999 to donate 10 bucks for Hurricane Sandy re ...,not_request,request,1,1
1577,1582,12 Ways to Help Hurricane Sandy Relief Efforts http://t.co/tVgg5GMO #Living #sustainable #stagroup,12 Ways to Help Hurricane Sandy Relief Efforts http://t.co/tVgg5GMO #Living #sustainable #stagroup,not_request,request,1,1
1578,1583,Want to help the victims of Hurricane Sandy? You can make a donation to the Red Cross. #HurricaneSandy Details here: http://t.co/KRJUVUQw,Want to help the victims of Hurricane Sandy? You can make a donation to the Red Cross. #HurricaneSandy Details here: http://t.co/KRJUVUQw,not_request,request,1,1
1579,1584,Romney does not want Federal assistance for victims of the hurricane http://t.co/ahG342uw,Romney does not want Federal assistance for victims of the hurricane http://t.co/ahG342uw,not_request,not_request,1,0
1580,1585,Looking for a safe way to donate to Hurricane Sandy victims? http://t.co/mpVGPqSD http://t.co/OuiTc5f4,Looking for a safe way to donate to Hurricane Sandy victims? http://t.co/mpVGPqSD http://t.co/OuiTc5f4,not_request,request,1,1
1581,1586,Licensors Offer Hurricane Sandy Relief http://t.co/rtrdL14E,"Licensors Offer Hurricane Sandy Relief
http://t.co/rtrdL14E",not_request,not_request,1,0
1582,1587,"IRS extends deadlines, provides relief for Hurricane Sandy victims http://t.co/iboIHdMm","IRS extends deadlines, provides relief for Hurricane Sandy victims http://t.co/wCPvBPOj via @sharethis",not_request,not_request,1,0
1583,1588,Secular organizations band together to give aid to Hurricane Sandy victims: http://t.co/EfvniBLf,Secular organizations band together to give aid to Hurricane Sandy victims: http://t.co/EfvniBLf,not_request,not_request,1,0
1584,1589,RT @abigailreynolds: Buy a book and help hurricane relief efforts.  11 Austen-inspired authors donating royalties to charity @austenauth ...,RT @abigailreynolds: Buy a book and help hurricane relief efforts.  11 Austen-inspired authors donating royalties to charity @austenauth ...,not_request,request,1,1
1585,1590,"RT @eHow: As 50 to 60 million Americans deal with #Sandy, #Frankenstorm, many of us need to understand ""storm surge."" Learn more: http:/ ...","RT @eHow: As 50 to 60 million Americans deal with #Sandy, #Frankenstorm, many of us need to understand ""storm surge."" Learn more: http:/ ...",not_request,not_request,1,0
1586,1591,"If Hurricane Sandy has caused confusion on where to vote text ""WHERE"" to 877877 for your polling location. Polls will be open from 6a to 8p","If Hurricane Sandy has caused confusion on where to vote text ""WHERE"" to 877877 for your polling location. Polls will be open from 6a to 8p",not_request,not_request,1,0
1587,1592,"Text ""RedCross"" to 90999 to make a donation that helps the victims of Hurricane Sandy. C'mon guys...FOR AMERICA!!!   #redcross",Not Found,request,Not Found,0,1
1588,1593,WE NEED VOLUNTEERS for Hurricane Sandy relief! Help us help others! ANYone can sign up in Fulton Street Lobby... http://t.co/Ks9i8GC1,WE NEED VOLUNTEERS for Hurricane Sandy relief! Help us help others! ANYone can sign up in Fulton Street Lobby... http://t.co/Ks9i8GC1,request,request,1,0
1589,1594,"AMERICA, TIME TO RALLY TO HELP HURRICANE SANDY VICTIMS, PRESIDENT NEEDS OUR HELP!!","AMERICA, TIME TO RALLY TO HELP HURRICANE SANDY VICTIMS, PRESIDENT NEEDS OUR HELP!!",not_request,request,1,1
1590,1595,@woodyjohnson4 I am expecting you to be doing something to help with hurricane sandy relief.  #jetsnation,@woodyjohnson4 I am expecting you to be doing something to help with hurricane sandy relief.  #jetsnation,not_request,not_request,1,0
1591,1596,Hurricane Help from Gluten-Free Companies: Gluten-free companies are stepping up big time to help those affected... http://t.co/oajzEKWl,Hurricane Help from Gluten-Free Companies: Gluten-free companies are stepping up big time to help those affected... http://t.co/oajzEKWl,not_request,not_request,1,0
1592,1597,Hearts With Hands says donations are down. Hoping to help hurricane victims by collecting items on this list: http://t.co/WojgyuHx,Hearts With Hands says donations are down. Hoping to help hurricane victims by collecting items on this list: http://t.co/WojgyuHx,not_request,request,1,1
1593,1598,NBC doing benefit concert for Sandy victims: NBC is doing a benefit concert for victims of Hurricane San... http://t.co/Bqqs62Px #neward,NBC doing benefit concert for Sandy victims: NBC is doing a benefit concert for victims of Hurricane San... http://t.co/Bqqs62Px #neward,not_request,not_request,1,0
1594,1599,If you donate to help with relief efforts for Hurricane Sandy please make sure your donations are going to a good... http://t.co/SfFbH8OC,If you donate to help with relief efforts for Hurricane Sandy please make sure your donations are going to a good... http://t.co/SfFbH8OC,request,not_request,1,1
1595,1600,"Viacom, Disney contribute $3 million to Hurricane Sandy relief: Viacom Inc. and the Walt Disney Co. have donated... http://t.co/QLvvqwwe",Not Found,not_request,Not Found,0,1
1596,1601,Ralph Lauren donates $2 million for Hurricane Sandy relief - http://t.co/JHhOknoC | @scoopit http://t.co/qWyfEXJ2,Ralph Lauren donates $2 million for Hurricane Sandy relief - http://t.co/JHhOknoC | @scoopit http://t.co/qWyfEXJ2,not_request,not_request,1,0
1597,1602,Hurricane Sandy Relief Help http://t.co/ensp58qR #Featured #gizmofusion #News,Hurricane Sandy Relief Help http://t.co/ensp58qR #Featured #gizmofusion #News,not_request,request,1,1
1598,1603,RT @DianeRavitch: Help Hurricane Victims By Sending Books http://t.co/p2lnWOVP,RT @DianeRavitch: Help Hurricane Victims By Sending Books http://t.co/p2lnWOVP,not_request,request,1,1
1599,1604,"Bradenton, here's how we can help #Hurricane #Sandy survivors http://t.co/5ceIN8yE","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
1600,1605,Cruise line islands damaged by Hurricane Sandy - http://t.co/l1r1sxR0,Cruise line islands damaged by Hurricane Sandy - http://t.co/l1r1sxR0,not_request,not_request,1,0
1601,1606,RT @GalleyCat: How to volunteer for Hurricane Sandy relief. Updated with weekend &amp; Staten Island work: http://t.co/KEma9EAU,RT @GalleyCat: How to volunteer for Hurricane Sandy relief. Updated with weekend &amp; Staten Island work: http://t.co/KEma9EAU,not_request,request,1,1
1602,1607,Live Blog: ABC's 'Day of Giving' to Help Hurricane Sandy Victims http://t.co/t2aMQxeI,Live Blog: ABC's 'Day of Giving' to Help Hurricane Sandy Victims http://t.co/t2aMQxeI,not_request,not_request,1,0
1603,1608,Hurricane Sandy has affected the Red Cross blood supply.  If you can help this link will help. http://t.co/P1EU3o42,Hurricane Sandy has affected the Red Cross blood supply.  If you can help this link will help. http://t.co/P1EU3o42,not_request,request,1,1
1604,1609,I'm proud of the Mouse (again) - MT @DisneyPost Disney Announces $2 Million to Hurricane Sandy Relief/Rebuilding https://t.co/zBlc9tz9,I'm proud of the Mouse (again) - MT @DisneyPost Disney Announces $2 Million to Hurricane Sandy Relief/Rebuilding https://t.co/zBlc9tz9,not_request,not_request,1,0
1605,1610,The NHL wants us to donate to help out victims of Hurricane Sandy?... Fuck that. Get the season started! Then we'll consider it.,The NHL wants us to donate to help out victims of Hurricane Sandy?... Fuck that. Get the season started! Then we'll consider it.,not_request,not_request,1,0
1606,1611,â@official1DSTUSA: Hope everyone's watching Hurricane Sandy's benefit concert on NBC! Donate to help out everyone in NJ and NY xxâ NO POWER,“@official1DSTUSA: Hope everyone's watching Hurricane Sandy's benefit concert on NBC! Donate to help out everyone in NJ and NY xx” NO POWER,not_request,not_request,1,0
1607,1612,â@nytimes: Map: Find Hurricane #Sandy shelters and evacuation sites in New York City's five boroughs http://t.co/JxBJQH3uâ @Itachill,“@nytimes: Map: Find Hurricane #Sandy shelters and evacuation sites in New York City's five boroughs http://t.co/JxBJQH3u” @Itachill,not_request,not_request,1,0
1608,1613,That would go a long way to help the hurricane families out! RT @realDonaldTrump: It's 10 AM: Two (cont) http://t.co/N198REst,That would go a long way to help the hurricane families out! RT @realDonaldTrump: It's 10 AM: Two (cont) http://t.co/N198REst,not_request,not_request,1,0
1609,1614,Local collection drives for Hurricane Sandy relief http://t.co/MlAxfPqq Most read by neighbors in #LochLomond #Manassas,Local collection drives for Hurricane Sandy relief http://t.co/MlAxfPqq Most read by neighbors in #LochLomond #Manassas,not_request,request,1,1
1610,1615,"Lots of respect for AOL: Patch and AOL Mobilize to Help Victims of Hurricane Sandy - Norristown, PA Patch http://t.co/IhnGlK2n","Lots of respect for AOL: Patch and AOL Mobilize to Help Victims of Hurricane Sandy - Norristown, PA Patch http://t.co/IhnGlK2n",not_request,not_request,1,0
1611,1616,Here's how you can help those affected by Hurricane #Sandy http://t.co/lfMlqsWw via @huffpostgay,Here's how you can help those affected by Hurricane #Sandy http://t.co/lfMlqsWw via @huffpostgay,not_request,request,1,1
1612,1617,Support Hurricane Sandy Relief Efforts with eBay and PayPal http://t.co/F1sjjRfH,Support Hurricane Sandy Relief Efforts with eBay and PayPal http://t.co/F1sjjRfH,request,request,1,0
1613,1618,Lord watch over the people in that are or will be damaged by hurricane Sandy!...,Lord watch over the people in that are or will be damaged by hurricane Sandy!...,not_request,not_request,1,0
1614,1619,"RT @ChicagoREALTORS: YOU can help, after Hurricane Sandy! Please donate to the REALTORS Relief Foundation. 100% goes to those in need: h ...","RT @ChicagoREALTORS: YOU can help, after Hurricane Sandy! Please donate to the REALTORS Relief Foundation. 100% goes to those in need: h ...",request,request,1,0
1615,1620,Donate what you can to help those affected by Hurricane Sandy. #SandyHelp,Donate what you can to help those affected by Hurricane Sandy. #SandyHelp,request,request,1,0
1616,1621,Go buy a shirt to help hurricane sandy victims! http://t.co/jOwQpuak,Go buy a shirt to help hurricane sandy victims! http://t.co/jOwQpuak,not_request,request,1,1
1617,1622,"BC/EFA Donates $250,000 to Hurricane Sandy Relief... http://t.co/xW6YXskK","BC/EFA Donates $250,000 to Hurricane Sandy Relief... 
http://t.co/xW6YXskK",not_request,not_request,1,0
1618,1623,RT @NoraZuckerman: I also hope everybody will donate to the Hurricane Sandy Red Cross fund: http://t.co/TN4tuQ3a,RT @NoraZuckerman: I also hope everybody will donate to the Hurricane Sandy Red Cross fund: http://t.co/TN4tuQ3a,not_request,request,1,1
1619,1624,Text REDCROSS to 90999 and donate $10 to @RedCross for #Hurricane #Sandy recovery efforts,Text REDCROSS to 90999 and donate $10 to @RedCross for #Hurricane #Sandy recovery efforts,request,request,1,0
1620,1625,On my way to Staten Island to help with Hurricane #Sandy relief efforts.,On my way to Staten Island to help with Hurricane #Sandy relief efforts.,not_request,not_request,1,0
1621,1626,@StJohnsU will close on 10/31 &amp; 11/1 for aftermath of Hurricane Sandy and All Saints Day. University will reopen on 11/2. Stay safe. #sandy,@StJohnsU will close on 10/31 &amp; 11/1 for aftermath of Hurricane Sandy and All Saints Day. University will reopen on 11/2. Stay safe. #sandy,not_request,not_request,1,0
1622,1627,"Just read that Romney's lackies spent $5000, for ""donations"" for photo opt. at hurricane ""relief"" NOT POLITICAL (wink, wink) event","Just read that Romney's lackies spent $5000, for ""donations"" for photo opt. at hurricane ""relief"" NOT POLITICAL (wink, wink) event",not_request,not_request,1,0
1623,1628,Star-studded benefit concert planned for Hurricane victims http://t.co/2i9kuhPq #Bruce #BonJovi #BillyJoel #HurricaneSandy #JerseyStrong,Star-studded benefit concert planned for Hurricane victims http://t.co/2i9kuhPq #Bruce #BonJovi #BillyJoel #HurricaneSandy #JerseyStrong,not_request,not_request,1,0
1624,1629,@SLetoABecksINDY PRESS RELEASE: Echelon Donates &amp; DOC NYC Partner To Help Victims Of Hurricane Sandy  via City Harvest http://t.co/myv3oBeT,@SLetoABecksINDY PRESS RELEASE: Echelon Donates &amp; DOC NYC Partner To Help Victims Of Hurricane Sandy  via City Harvest http://t.co/myv3oBeT,not_request,not_request,1,0
1625,1630,6 T-Shirts You Can Buy Right Now to Benefit Hurricane Sandy Relief Efforts http://t.co/dOqsJSif,6 T-Shirts You Can Buy Right Now to Benefit Hurricane Sandy Relief Efforts http://t.co/dOqsJSif,not_request,request,1,1
1626,1631,Hurricane Sandy Relief Efforts http://t.co/dlzjWs0c,Hurricane Sandy Relief Efforts http://t.co/dlzjWs0c,not_request,not_request,1,0
1627,1632,"Watching the hurricane sandy relief concert thingy thang, pretty neat #sandyhelp","Watching the hurricane sandy relief concert thingy thang, pretty neat #sandyhelp",not_request,not_request,1,0
1628,1633,Go to http://t.co/fHpLNepA or call 1-800-435-7669 to help those affected by Hurricane Sandy. #SandyHelp,Not Found,request,Not Found,0,1
1629,1634,"Birdsnest's day of music targets Hurricane Sandy relief: Guitar Master Class, 3pm, Davidson College Sloan Music ... http://t.co/sUMobB3d","Birdsnest's day of music targets Hurricane Sandy relief: Guitar Master Class, 3pm, Davidson College Sloan Music ... http://t.co/sUMobB3d",not_request,not_request,1,0
1630,1635,Lowe's To Donate $1 Million to Help Communities Affected By Hurricane Sandy http://t.co/I0vC623O #nascar @jimmiejohnson @teamhendrick,Lowe's To Donate $1 Million to Help Communities Affected By Hurricane Sandy http://t.co/I0vC623O #nascar @jimmiejohnson @teamhendrick,not_request,not_request,1,0
1631,1636,"RT @UJAfedNY: Together, we will recover &amp; heal. Hurricane #Sandy Relief Fund - (100% of donations will be used for aid). http://t.co ...","RT @UJAfedNY: Together, we will recover &amp; heal. Hurricane #Sandy Relief Fund - (100% of donations will be used for aid). http://t.co ...",not_request,request,1,1
1632,1637,"GO2 Cares Hurricane Sandy Relief: Report from Steve Galegor, Jr.: Here is a report from Steve Galegor, Jr. who w... http://t.co/sy3Ud6iA","GO2 Cares Hurricane Sandy Relief: Report from Steve Galegor, Jr.: Here is a report from Steve Galegor, Jr. who w... http://t.co/sy3Ud6iA",not_request,not_request,1,0
1633,1638,Text HOPE to 501501 to help with Hurricane relief http://t.co/2m2U9hma,Text HOPE to 501501 to help with Hurricane relief http://t.co/2m2U9hma,request,request,1,0
1634,1639,Text REDCROSS to 90999 to donate $10 to the Hurricane Sandy Relief Effort or visit https://t.co/SfZqgOCT to donate! Everything helps! -MB,Text REDCROSS to 90999 to donate $10 to the Hurricane Sandy Relief Effort or visit https://t.co/SfZqgOCT to donate! Everything helps! -MB,request,request,1,0
1635,1640,Wetset production is trying to do a drive to help out the ppl involved in hurricane sandy were looking for... http://t.co/shOlqT5f,Wetset production is trying to do a drive to help out the ppl involved in hurricane sandy were looking for... http://t.co/shOlqT5f,not_request,request,1,1
1636,1641,"Venice, here's how we can help #Hurricane #Sandy survivors http://t.co/7IuVA8tD","Victoria, here's how we can help #Hurricane #Sandy survivors http://t.co/dEieyJGQ",not_request,request,1,1
1637,1642,Tune-in to NBC 7 at 8 p.m. for a one-hour live benefit telethon for Hurricane Sandy victims. http://t.co/SNYc9ygP #SandyHelp,Tune-in to NBC 7 at 8 p.m. for a one-hour live benefit telethon for Hurricane Sandy victims. http://t.co/SNYc9ygP #SandyHelp,not_request,request,1,1
1638,1643,From http://t.co/FHnzVzAT How Crocheters and Crafters Can Help Victims of Hurricane Sandy http://t.co/JbYSEcLs,From http://t.co/FHnzVzAT How Crocheters and Crafters Can Help Victims of Hurricane Sandy http://t.co/JbYSEcLs,not_request,not_request,1,0
1639,1644,"Want to give to Hurricane Sandy relief efforts? Research the organizations you are giving to, to be sue your... http://t.co/uxpRU6ih","Want to give to Hurricane Sandy relief efforts? Research the organizations you are giving to, to be sue your... http://t.co/uxpRU6ih",not_request,not_request,1,0
1640,1645,"We are collecting donations for hurricane sandy victims. Water, food and winter coats. Ple @ Innovate Stones http://t.co/tSlKHlBx","We are collecting donations for hurricane sandy victims. Water, food and winter coats. Ple @ Innovate Stones http://t.co/tSlKHlBx",not_request,request,1,1
1641,1646,RT @PatrickGoudeau Help those affected by Hurricane Sandy. Text REDCROSS to 90999 to make a $10 donation or go to http://t.co/wXkPXtAU,RT @PatrickGoudeau Help those affected by Hurricane Sandy. Text REDCROSS to 90999 to make a $10 donation or go to http://t.co/wXkPXtAU,request,request,1,0
1642,1647,Is there anywhere to volunteer for hurricane relief in north jersey?,Is there anywhere to volunteer for hurricane relief in north jersey?,not_request,not_request,1,0
1643,1648,"Go, @CrossFitHoboken! MT @Hoboken411: Pre-Made Paleo Charity event Monday in Hoboken to help after Hurricane Sandy. http://t.co/qGg8a1sN","Go, @CrossFitHoboken! MT @Hoboken411: Pre-Made Paleo Charity event Monday in Hoboken to help after Hurricane Sandy. http://t.co/qGg8a1sN",not_request,request,1,1
1644,1649,"RT @Garou108: Hurricane Sandy Hits New Jersey: http://t.co/5UikYYzN via @toplessbooks Donate, text the word REDCROSS to 90999, $10 added ...","RT @Garou108: Hurricane Sandy Hits New Jersey: http://t.co/5UikYYzN via @toplessbooks Donate, text the word REDCROSS to 90999, $10 added ...",not_request,request,1,1
1645,1650,"Also guys if you want to help out with hurricane relief, DO NOT donate to the Salvation Army. They're known for homophobic practices.","Also guys if you want to help out with hurricane relief, DO NOT donate to the Salvation Army. They're known for homophobic practices.",not_request,not_request,1,0
1646,1651,"""I Still Love NY"" Hurricane Sandy Relief T-Shirt by Sebastian Errazuriz http://t.co/Il35P6YB #Design","""I Still Love NY"" Hurricane Sandy Relief T-shirt by Sebastian Errazuriz http://t.co/wrfaRNq4",not_request,request,1,1
1647,1652,#MUSTFOLLOW Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHu... http://t.co/FZ9B0imu #TEAMFOLLOWBACK,#MUSTFOLLOW Hurricane Sandy Cancels 300 Blood Drives: How You Can Help - Huffington Post: TIMEHu... http://t.co/FZ9B0imu #TEAMFOLLOWBACK,not_request,request,1,1
1648,1653,"@fraziergangsh @therealjwillyy what you know about Woodson donating $100,000 to the hurricane sandy relief effort?!","@fraziergangsh @therealjwillyy what you know about Woodson donating $100,000 to the hurricane sandy relief effort?!",not_request,not_request,1,0
1649,1654,#WrestlingMatters PLEASE Donate: Hurricane Sandy Relief for Monmouth County: PLEASE Donate: Hurr... http://t.co/oRwhe5kL #WeAreWrestling,#WrestlingMatters PLEASE Donate: Hurricane Sandy Relief for Monmouth County: PLEASE Donate: Hurr... http://t.co/oRwhe5kL #WeAreWrestling,request,request,1,0
1650,1655,RT @eu_echo: #EU ready to help victims of Hurricane #Sandy - http://t.co/7JQI551R,RT @eu_echo: #EU ready to help victims of Hurricane #Sandy - http://t.co/7JQI551R,not_request,not_request,1,0
